Uniprot_AC	nb_obs
Q86U38	8
Q9BVG9	2
Q99961	54
Q99967	3
Q99969	1
P42224	131
P42226	11
Q9UI47	408
P22234	128
P04150	8
P04156	4
F5H2Q5	84
P26927	1
Q96JH7	4
Q8IYH5	2
P49903	28
Q9H089	2
O75688	28
Q9H081	3
P27348	540
P19404	273
J3KS10	20
Q6NUM9	1
Q8N6R0	2
P54687	1
O14972	6
Q9NUP9	22
O14976	7
O14977	1
O14974	96
O14979	202
O95302	37
Q9GZP9	3
Q9GZP8	1
Q9GZP4	23
I3L4N8	5587
Q9H9A6	27
Q7Z7B0	41
O75027	17
Q9H9A5	4
P49441	7
Q05519	10
Q8IWZ3	5
Q9HCU5	9
Q9HCU0	20
Q8TD55	7
Q9UNA4	1
Q13405	24
Q13404	68
Q13409	130
P05787	517
P05783	230
P11169	3
P63208	52
P14406	54
C9K0J5	5
P01861	1307
P01860	1528
Q96GE9	23
P25311	33
F5H433	5
Q13541	3
Q13542	6
P48061	1
Q13546	4
Q13547	34
Q9NY93	1
Q5T750	1
P55317	1
Q96J01	5
Q96J02	15
Q9UBC5	61
P50148	64
Q96BM9	59
Q13895	6
P21397	465
Q92905	63
Q6ZS17	8
Q5H9J7	1
Q9BYI3	6
P18433	10
Q5QJ74	7
Q9H6R4	1
Q5VWZ2	85
P10412	683
O15061	238
P29317	3
Q86UE8	3
P35998	146
Q9Y646	17
Q9BV57	7
Q86UE4	45
Q08722	4
Q9NXH9	3
P10643	48
Q5SZK8	64
Q9UIF9	2
P01780	4
Q9P270	7
P62861	14
Q92890	31
Q92896	85
Q969M1	4
Q969M3	1
P02787	2941
Q8TAF3	8
O60443	5
P02788	35
O14498	5
O14495	9
O14494	2
O14497	30
Q9H1C4	1
O95926	3
Q9H1I8	3
P07099	100
Q5T6X4	5
Q86TI0	5
Q86TI2	10
Q8NFW8	41
Q562F6	10
Q01968	2
P23083	42
Q9NRR5	20
P28370	33
Q92543	1
Q92542	15
Q92541	4
Q92544	7
Q9H4Z3	8
P20340	87
P05413	1782
Q9HAV0	243
Q9HAV7	56
Q9HAV4	24
Q96SB8	2
Q96SB4	6
Q96SB3	11
Q8N806	10
Q6A162	8
Q9H270	7
Q8WU10	2
Q5VZV1	1
Q8TEB1	3
Q9Y3Q8	12
Q8NEU8	12
Q9Y3Q4	2
Q9Y3Q3	5
P05062	71
Q659C4	13
Q8N9T8	1
Q8N111	5
P26599	245
Q9H5X1	2
Q00G26	10
Q99570	5
E9PCH6	100
Q99575	2
Q14687	1
A1L4K1	4
Q99578	1
Q14684	5
P22061	204
Q8N3K9	27
P82650	72
Q5W0V3	3
Q8NDI1	3
Q8IUW5	2
P36507	54
P81877	5
Q8IXI1	45
Q8IXI2	56
P19367	1160
Q9NX55	2
Q9ULU4	4
P05455	175
P07311	14
Q2M1K9	3
Q9HC84	1
Q96S90	1
P10620	8
Q9BRA2	33
Q5T447	7
Q9BQ04	27
Q5T6V5	34
P15291	1
P50443	1
Q9UJX4	4
Q96A26	110
Q9UJX3	3
Q9UJX2	3
Q9NR77	13
Q5BJH7	6
P84085	309
Q15477	20
Q9P2T1	8
Q96TC7	9
Q96KQ7	4
Q03167	1
Q68CZ6	1
Q03164	3
Q6ZRP7	1
P13995	1
Q9Y2R0	23
Q9Y2R5	12
Q9UPU5	20
Q9Y2R9	35
P29762	4
O60879	16
P30049	226
P30048	762
Q9H8W4	3
Q8N8S7	36
P30041	769
P30040	71
P30043	398
P30042	336
P30044	392
P30046	97
P55789	4
P55786	316
Q9UMZ2	1
P13667	344
Q96DT6	1
Q15007	3
Q15006	16
Q15005	52
O00567	108
O00560	35
O00562	1
Q15008	88
Q86VD7	1
Q8N2H3	3
Q96S44	6
G3V1L9	189
Q9BTW9	45
P51178	18
Q8TCA0	9
Q96R05	24
Q9Y2T7	24
Q8WVB3	2
Q8NBF6	5
Q9Y450	21
Q8NBF2	95
Q5BKZ1	15
Q92930	64
Q92934	4
B7ZC06	7
Q96AJ9	2
Q14202	5
Q14204	2431
P00338	1260
Q96EI5	3
P68036	104
Q8WXI9	20
P68032	17733
P07814	189
Q15911	2
O43164	1
O43166	1
O43169	70
P79483	12
Q86X83	20
Q8N6T3	13
P35414	1
Q9H3Z4	6
Q86YN1	3
O94992	8
O14958	1067
O14957	3
O14950	248
Q9GZV1	232
Q6FI81	29
Q9H9C1	1
P36269	48
P27361	68
O60262	17
Q8IWT0	7
E7EW31	27
O60266	1
P61353	58
P29474	1
Q15648	4
