Uniprot_AC	nb_obs
Q9UJV8	2
Q9HBR0	3
Q2TAK8	1
Q99519	1
Q9NUM3	2
Q9NUM4	46
Q8NCN4	1
Q8NCN5	85
Q5JTJ3	15
Q9ULD9	1
Q96TA1	34
Q9P2R3	279
Q96C23	23
Q9P2R6	1
Q9ULD0	932
P51159	289
P51153	546
A0A068FB60	20
P35030	159
P51157	1
Q9BTU6	19
Q9Y2P8	3
Q9Y3B3	51
Q9UMX0	304
Q9UMX5	30
Q13797	3
Q13796	21
Q96NL8	1
Q13790	1
Q96NL6	1
Q96NL1	1
Q9UM21	5
Q9Y478	64
P02462	546
P02461	34
Q9Y3L5	209
P78406	44
P23141	6
P23142	172
Q9Y3L3	4
P17655	341
Q9NRF8	44
P05204	32
Q9Y2H5	26
P14384	22
Q96S94	2
P17658	25
P01040	15
P01042	243
Q15029	194
Q96DV4	11
Q15025	2
Q15024	5
O00541	5
Q15021	1
Q15020	86
Q96S21	1
Q9BY32	53
Q86V87	3
Q9H7H0	4
A0A097F6U9	15
Q96S90	7
O15173	114
Q86V88	11
Q9BXN1	16
Q8TCG5	7
Q9P1Z2	31
Q9C0A1	1
Q9P1Z9	1907
P62987	3729
P34741	116
Q9Y5A7	3
Q9BVG4	29
Q8IY57	1
Q92954	2
Q92956	2
Q86U38	1
Q92959	3
Q9BVG9	4
P42229	46
Q99962	878
Q99963	98
Q99784	35
Q99969	3
P42224	245
P42226	22
Q9UI42	111
Q9UI47	25
F2VP59	44
P22234	247
Q5THK1	1
P04150	2
Q96JH8	1
P04156	286
P26927	3
Q96JH7	115
O75683	4
P49903	26
Q9H089	2
P21964	196
O75689	68
O75688	44
Q9H082	305
Q5JT25	289
Q8N584	4
P19404	365
P02808	40
Q6NUM9	4
Q9UIY3	2
Q68CQ7	1
Q8N6R0	14
Q9H3T3	2
P54687	25
Q86YL7	1
Q3LXA3	148
O14972	20
Q6Q0C0	1
Q9NUP9	151
O14976	73
Q8N7R7	13
O14974	82
O14975	1
Q9NUP1	1
O14979	349
Q99490	90
A6NKQ9	3
Q9GZP9	4
Q9GZP4	192
Q6N089	3562
Q9GZP1	3
Q9H9A6	111
P49448	1596
O75027	47
Q9H9A5	8
V9HW22	6702
P49441	44
Q05519	22
Q8IWZ3	15
Q9HCU5	17
Q9HCU0	6
Q02880	228
A8MW92	6
Q9UNA1	68
Q08462	30
Q13405	23
Q13404	186
P05787	2692
P05783	161
P11169	104
P63208	629
P14406	65
C9K0J5	40
P01861	8677
P01860	2798
Q96GE9	2
P50851	59
P25311	165
B4DHY3	139
Q13542	10
P48061	1
O95714	10
Q13547	28
P47869	23
Q5T754	1
O00222	3
P55316	3
Q96J01	7
Q6PD74	7
Q9UBC2	250
Q9UBC5	35
P50148	597
Q96BM9	326
Q13895	2
P24557	10
Q8IY81	1
Q6ZS17	11
Q9NQ92	6
Q9BYI3	2
P18433	68
Q96AW1	1
Q5QJ74	7
P10645	51
Q5VWZ2	127
P10412	650
O15061	57
P29317	11
Q86UE8	6
Q29947	63
P35998	201
Q9Y646	56
Q9BV57	23
Q86UE4	67
Q08722	163
Q9NXH9	3
P10643	101
P48553	54
Q5SZK8	2
P08572	690
Q9P273	20
P01780	4
P01781	14
P62861	11
Q92890	49
Q92896	157
P0C7M8	10
Q969M1	15
Q969M3	7
P02787	3604
Q8TAF3	78
Q670S4	7895
O60443	26
Q6PIJ6	1
P02788	209
O14498	19
O43566	19
P39880	13
O14490	165
O14492	1
O14495	66
O14494	3
O14497	31
Q9UKT8	1
O95926	4
Q9UKT5	1
P16422	1
Q8WYH8	2
Q86TI0	12
Q86TI2	31
Q8NFW8	146
Q8NFW9	7
Q01968	53
Q9NRR3	4
P23083	12
Q9NRR5	239
P39086	6
Q92543	2
Q92542	57
Q92541	23
Q92540	4
Q92544	15
P30825	2
A1L390	9
Q9H4Z3	9
P20340	682
P05412	1
P05413	214
Q9HAV0	1097
Q9HAV7	53
Q9HAV4	19
Q96SB8	1
Q96SB4	12
Q96SB3	155
Q8N806	5
Q6A163	4
Q6A162	15
Q9H270	95
H0Y7B8	5
Q14457	9
P14651	23
Q9Y3Q8	12
Q8NEU8	36
Q9Y3Q3	7
P05062	127
Q659C4	436
Q8N9T8	4
Q8N118	10
X2L7S8	98
Q8N111	321
Q8N114	1
O95544	1
H7C560	63
D6CIC0	110
P51589	1
Q99572	90
Q99571	1
Q99570	63
Q9BQA9	6
Q99574	7
Q99578	1
Q9BQA1	30
Q59FR2	5
Q5MD87	120
P82650	46
Q5W0V3	17
Q8NDI1	22
Q8IUW5	2
P36507	430
Q0VG06	2
Q8IXI1	40
Q8IXI2	156
P19367	3375
Q9NX55	7
A0A0A0MS29	73
Q9ULU4	18
P07311	31
Q2M1K9	1
A0A090KM82	107
Q9HC85	1
P03886	79
P10620	31
Q9BRA2	57
Q9BRA0	1
U6ETR8	76
Q9NZG7	15
Q9BQ04	72
Q5T6V5	32
Q96DX4	1
Q9UJX5	2
Q9UJX4	4
Q96A26	76
