Uniprot_AC	nb_obs
Q9Y6Y0	1
Q70IA6	2
Q9Y6Y8	105
Q9GZM8	1
Q9UKV8	52
Q9GZM5	4
Q9GZM7	32
Q9UKV3	130
P35606	503
P46199	16
P35609	919
P42566	72
O76080	2
Q8NFU3	20
Q6P1M0	13
Q6P1M3	19
P39060	214
P78537	4
P11908	166
Q92569	4
Q6ZMZ3	10
Q05707	788
Q92562	3
Q5T5Y3	1
P52566	279
P52564	9
P52565	492
P42694	1
P57081	1
Q53FZ2	214
P57088	88
P52569	21
Q8WU76	9
Q8WU79	25
Q96HE7	211
P08311	104
Q9H255	1
Q9H254	68
P08319	33126
P08670	3316
Q8TED0	3
Q8TED1	5
O43598	128
P07996	232
P07998	1
O43592	67
P40121	212
O95563	166
P40123	21
Q96BP2	1
Q96BP3	5
Q9BQC3	1
Q9BQC6	4
Q86X55	19
Q13043	10
Q96RQ9	11
K7ENF0	3
Q96RQ3	282
Q96RQ1	6
Q8N3U4	29
Q9NQP4	23
P40692	2
P33778	4599
Q9Y5E8	3
Q8IUI8	6
Q9NX38	1
Q8NFF5	21
P07332	8
P07339	2126
P61764	1
P61769	137
P69891	12469
P69892	13331
Q86WJ1	1
P10606	445
Q9NZI5	2
Q9HD15	4
Q9NZI8	138
P62072	8
P62070	34
P50461	3
P55103	4
H7BYY1	414
Q9UJV9	9
Q9HBR0	31
P10144	1
Q9NUM4	5
B1ALY0	59
Q8NCN4	1
Q8NCN5	22
Q92870	1
Q5JTJ3	37
Q96TA1	109
Q96C24	6
Q96C23	182
Q9ULD2	5
Q9ULD0	166
Q8N108	2
P51159	84
P51153	69
P51151	21
Q9BTU6	8
Q9Y2P8	1
Q9Y2P5	1297
Q9UMX3	4
Q9UMX0	83
Q04864	4
P17735	61
Q9UMX5	25
Q13795	6
Q13797	9
Q13796	2
Q13790	1
P18847	1
Q9Y478	14
Q9NVU7	3
Q00722	8
P02461	77
Q9Y3L5	65
P78406	22
P23141	15778
P23142	209
Q9Y3L3	8
P17655	221
P05204	108
Q9Y2H5	38
P14384	9
P01040	39
P01042	138
Q15029	243
Q6PJ69	2
Q15024	20
Q15027	1
O00541	19
Q15021	30
Q15020	96
Q6PJ61	1
Q15022	1
O00443	3
Q86V81	114
O15173	336
Q9Y4J8	7
Q9BXN1	35
Q8TCG1	1
P52179	7
Q9P1Z2	3
P62987	1738
P34741	14
Q9BVG4	26
Q8IY57	3
Q92954	13
Q86U38	2
Q92959	2
Q9BVG9	1
Q99961	43
Q99969	2
P42224	291
P42226	20
Q9UI42	26
P22234	398
Q01459	6
P04150	5
P40305	1
P26927	11
Q96JH7	27
O75683	3
Q9H089	4
O75688	27
Q9H082	59
P27348	682
P19404	184
Q6NUM9	158
Q68CQ7	1
Q8N6R0	8
Q9H3T3	4
P54687	5
O14972	6
Q9NUP9	44
O14976	37
O14974	57
O14975	575
Q9NUP1	2
O14979	195
O95302	12
A6NKQ9	4
Q9GZP9	13
Q9GZP8	1
Q9GZP4	30
Q9H9A6	25
P49448	5427
O75027	39
Q8IZV5	23
O75023	6
P49441	17
Q05519	22
P49447	3
Q8IWZ3	17
Q9HCU5	27
P11387	84
Q02880	95
Q96PP8	5
Q96PP9	13
Q13405	23
Q13404	112
Q13402	13
P05783	4689
P11169	3
P63208	126
P11166	90
C9K0J5	25
P01861	2114
P01860	1737
Q96GE9	4
Q96GE6	2
P61513	30
Q13541	4
Q13542	10
Q13546	14
Q13547	62
Q9NY93	5
Q5T750	1
Q9BWL3	1
O00221	1
Q96J01	6
Q96J02	19
Q9UBC2	43
Q9UBC5	63
P50148	67
Q9NVM6	4
Q96BM9	108
Q13895	18
Q9NVM4	1
P21397	738
P24557	37
P33908	42
Q8IY81	20
Q6ZS17	1
Q9NQ94	205
P18433	8
