Uniprot_AC	nb_obs
P07858	1552
Q96SQ9	424
Q9NQC7	1
O94956	10
Q86YB7	109
O94952	4
Q14790	76
Q14061	70
Q86YB8	79
P16298	278
O00168	13
Q96EV2	1
Q695T7	24
Q8NFD5	2
Q9GZR7	83
P15088	494
Q16795	807
O14910	61
P15085	161
Q16798	29
Q16799	42
P62280	991
O43347	2
H0Y376	1
P25786	916
P25787	774
P25788	477
P25789	808
O60220	139
O60229	4
Q8IZH2	44
Q75T13	2
P67936	5328
P11413	1442
Q9BUT1	359
P63220	671
P11142	10619
Q9BUT9	4
Q9C0A0	19
Q86SX6	440
Q16134	452
E9PP21	3697
Q8TBB5	4
P80404	579
Q96GK7	236
Q2M3D2	2
P01848	1
O95777	73
Q13564	647
Q8WWA0	501
Q8WWA1	17
Q13561	1411
Q9BWJ5	152
Q8NE62	468
P78316	12
P01909	406
Q9Y279	27
O00203	948
O00204	43
P01903	995
Q9H2M3	79
Q9H2M9	382
O75167	3
Q9NV06	47
Q9BYK8	25
Q5BKT4	1
Q96AQ8	1
O95365	28
Q96BQ1	661
O95361	86
Q96AQ6	270
O95363	28
Q9Y625	102
Q9Y624	462
Q9Y623	1609
Q16627	2
P06316	75
Q9BV79	106
P24311	2
O15296	15
P07686	1339
Q9C040	260
Q00577	365
Q12965	623
P43304	1142
Q9NXV6	118
Q9NXV2	1
Q12962	4
Q96CW5	68
Q9P253	136
P62841	118
P62847	786
Q6NZ67	24
Q9P258	975
Q9Y6Y0	23
O60739	197
Q9Y6Y8	499
Q9Y6Y9	1
Q53RD9	1
Q9UKV8	428
Q9GZM5	12
Q9GZM7	736
Q9UKV3	692
P01275	52
P35354	12
P46199	63
P35609	5969
P42566	233
Q8NFU3	106
Q8NFU1	1
Q6P1M0	42
Q6P1M3	489
P39060	1142
Q9NPY3	34
P11908	577
Q92569	16
Q6ZMZ3	25
Q92560	5
Q05707	8866
Q92562	2
Q92564	3
P52566	988
P57087	9
P52564	128
P52565	1252
P42695	4
P42696	15
Q53FZ2	104
P57088	406
Q8WU76	40
Q8WU79	38
Q96HE7	1361
Q9Y3S1	51
Q9Y3S2	3
Q9H254	466
Q9H257	4
P08319	1337
P08670	17272
Q8TED0	53
Q8TED1	22
P14635	14
O43598	332
P07996	1631
P07998	106
O43592	528
A5PLN9	8
O95562	6
O95563	73
P40123	313
Q96BP2	10
Q96BP3	48
Q9BQC3	12
Q9BQC6	17
Q86X55	165
Q13043	224
Q96RQ9	91
K7ENF0	6
Q96RQ3	585
Q96RQ1	20
Q8N3U4	197
Q9NQP4	103
P40879	65
P40692	2
P33778	7943
Q8IUI8	61
Q8NFF5	112
P07332	7
P07339	3191
Q8N3D4	135
P61764	163
P61769	474
P69891	5588
Q6P988	10
Q14814	3
P10606	815
Q9NZI7	41
Q9NZI6	4
Q9NZI5	2
Q9HD15	26
Q9NZI8	156
P62072	41
P62070	373
O14763	1
P50461	37
H7BYY1	5106
Q9UJV9	25
Q9HBR0	32
P04798	10
Q99519	71
P10145	1
Q9NUM3	4
Q9NUM4	3
B1ALY0	21
Q8NCN5	276
Q92870	3
P52823	1
P52824	3
Q96TA1	1432
Q96TA2	159
Q96C23	424
Q9ULD2	3
Q9ULD0	390
Q6P3X3	23
P51153	510
P51151	113
P51157	6
Q9BTU6	20
Q9Y2P8	30
O14523	1
Q9Y2P5	78
Q9Y2P4	2
Q9UMX3	5
Q9UMX0	351
Q04864	11
Q9UMX5	115
F5H628	4370
Q13795	103
Q13797	83
Q13796	6
Q13790	16
Q96EX1	5
P18846	21
Q9Y478	91
P02462	1238
Q5BKX8	6
Q00722	6
P02461	742
Q9Y3L5	252
P78406	396
P23141	1840
P23142	2323
Q9Y3L3	404
P17655	1971
P05204	185
Q9Y2H5	141
M0QXV3	138
P14384	27
P01040	223
P01042	1324
Q15029	2135
Q6PJ69	43
Q15025	12
Q15024	82
Q15027	6
O00541	315
Q15021	94
Q15020	707
Q15022	1
Q86V85	2
F5H593	2
Q86V87	17
Q86V81	578
O15173	704
Q9BXN1	714
Q8TCG2	1
Q8TCG1	5
P52179	169
Q9P1Z2	14
Q5JWR5	1
P62987	3507
P34741	46
Q9BVG4	362
P46059	5
Q8IY57	1
Q92954	22
Q9H2R5	1
Q86U38	217
Q92959	14
Q92777	5
Q9BVG9	3
P42229	436
Q99969	21
P42224	2406
P42226	213
Q9UI47	201
P22234	1246
Q01459	24
Q6UWW0	22
P04155	94
P04156	40
Q9Y5A9	81
Q6UWW8	51
Q96JH7	104
O75683	18
Q9UJA5	18
Q9H089	6
H7C4Y9	9
O75689	26
O75688	168
Q9H081	1
Q9H082	432
P27348	3153
O15389	1
P19404	376
Q6NUM9	264
Q68CQ7	4
Q68CQ4	13
Q8N6R0	69
O95772	2
P54687	4
Q86YL7	3
O14972	47
Q9NUP9	192
O14976	366
Q8N7R7	4
O14974	1114
O14975	173
Q9NUP1	10
O14979	864
A6NKQ9	10
Q9GZP9	12
Q9GZP8	49
P09848	25
Q9GZP4	139
I3L4N8	20863
Q9GZP0	1
Q9H9A6	143
P49448	2006
O75027	151
Q02556	13
Q02094	5
O75023	6
P49441	209
Q05519	206
P49447	10
Q9HCU4	6
Q9HCU5	118
Q9HCU0	62
Q8IWZ6	1
Q02880	967
Q6P050	1
Q96PP8	63
Q96PP9	153
Q9UNA1	12
Q13405	337
Q13404	630
Q13402	21
Q7Z2X4	4
Q13409	437
P05787	18837
P05783	12550
P11169	19
P11168	74
P14406	400
A8MT21	1371
P01861	5772
P01860	9050
Q5XLA6	3
Q96GE9	8
Q96GE6	16
P25311	656
Q13541	6
Q13542	22
P48061	7
O95714	6
Q13546	141
Q13547	452
Q9NY93	33
Q96RE7	13
Q9NY97	2
Q5T750	3
Q9UBC9	873
O00221	2
Q96J01	18
Q6PD74	26
Q9UBC5	929
P50148	462
Q9NVM6	45
Q96BM9	479
Q13895	73
Q96CN4	1
P24557	331
P33908	71
Q8IY81	230
P37108	741
Q6ZS17	5
Q9NQ94	55
P18433	44
Q2M3G4	1
Q5QJ74	38
P10415	11
Q6K0P9	29
Q5VWZ2	184
P10412	4039
O15061	4126
P29317	134
Q86UE8	80
P45877	250
P35998	1460
Q9NXH3	18
Q9Y646	85
Q9BV57	96
Q5T0W9	3
Q86UE4	815
Q08722	71
Q9NXH9	60
P10643	779
P48553	34
Q5SZK8	4
Q9UIF9	2
P01780	105
Q9P270	18
P62861	118
P51812	1145
P51811	1
Q92896	1367
P01834	12702
Q969M7	16
Q86WW8	4
Q969M3	45
P02787	19249
Q8TAF3	64
O60443	17
P07947	545
O60449	226
P02788	5962
O14498	27
P39880	109
O43561	1
O14493	144
O14495	15
O14494	7
O14497	23
Q9UKT8	1
Q9UKT9	1
Q9NZM3	23
O95926	3
Q9UKT5	2
Q9H1I8	12
P07099	1163
Q86TI0	35
Q86TI2	213
Q8NFW8	601
A0A5B9	1
Q562F6	1
Q9NRR3	2
P23083	107
Q9NRR5	241
P28370	184
P32970	2
Q92542	208
Q92541	46
Q92544	474
P30825	28
A1L390	6
Q9H4Z3	11
P20340	912
P05413	274
Q9HAV0	959
Q9HAV7	288
Q9HAV4	419
Q96SB8	7
Q6PJF5	2
Q96SB4	274
Q96SB3	49
Q8N806	11
Q6A162	26
Q9H270	145
