Uniprot_AC	nb_obs
Q8TBB5	1
P80404	230
G5E9V5	22
Q96GK7	33
O95777	17
Q13564	11
Q8WWA0	9
Q8WWA1	1
Q13561	47
Q9BWJ5	8
Q8NE62	34
P01909	50
O00203	39
P01903	163
Q9H2M3	51
Q9H2M9	8
Q9NV06	5
Q9BYK8	2
Q96AQ8	1
Q7Z333	2
O95361	2
Q96AQ6	9
Q9Y625	1
Q9Y624	30
Q9BV79	9
O15296	3
P07686	46
Q9C040	1
Q00577	20
Q12965	17
Q9NXV6	2
Q9NXV2	2
Q96CW5	1
Q9P253	27
P62841	96
Q96CW1	55
Q01628	19
Q01629	16
Q9P258	19
P00505	50
Q9UKV8	17
Q9GZM5	2
Q9GZM7	55
Q9UKV3	20
P35606	183
P46199	5
P35609	329
P42566	28
Q8NFU3	16
Q6P1M0	11
Q6P1M3	41
P39060	122
Q9NPY3	13
P11908	22
Q92569	5
Q6ZMZ3	25
Q05707	439
P52566	50
P52565	84
P42695	5
P42696	12
Q53FZ2	44
P57088	33
Q8WU76	7
Q8WU79	1
Q96HE7	43
P08311	87
Q9H254	31
P08319	493
P08670	1450
Q8TED1	2
O43598	20
P07996	111
P07998	1
O43592	20
P40121	52
O95563	34
Q96BP2	1
Q9BQC6	2
Q86X55	1
Q71F23	1
Q52LJ0	7
Q99551	2
Q96RQ3	87
Q96RQ1	4
Q8N3U4	6
Q9NQP4	5
P21964	79
P07332	6
P07339	265
P61764	7
P61769	36
Q8NI77	1
P69891	358
P69892	358
P10606	39
Q9NZI8	18
P62072	4
P62070	33
Q96L12	1
H7BYY1	176
Q9UJV9	16
Q99519	1
Q9NUM3	1
Q8NCN5	18
Q5JTJ3	8
Q96TA1	51
Q9P2R3	50
Q96C23	22
Q9P2R7	13
Q6P3X3	2
P51153	25
P35030	12
Q9Y2P8	1
Q9Y2P5	169
Q9Y2P4	3
Q9UMX3	5
Q9UMX0	13
P17735	13
Q9UMX5	8
Q13795	3
Q13797	7
Q96EX1	2
Q9Y478	11
P02462	239
P02461	26
Q9Y3L5	23
P78406	2
P23142	165
Q9Y3L3	1
P17655	133
P05204	3
P14384	7
P01040	21
Q15029	116
Q6PJ69	1
Q15024	20
O00541	21
Q15020	47
Q9H7H0	2
Q86V81	38
O15173	49
Q9Y4J8	4
Q9BXN1	20
Q8TCG1	1
O00442	2
Q9P1Z9	24
P62987	414
Q9BVG4	6
Q92954	13
Q86U38	4
Q92959	20
Q99961	3
Q99969	2
P42224	90
P42226	3
P22234	30
P04156	4
P26927	6
Q96JH7	1
O75683	5
Q9UJA5	28
Q9H089	34
O75688	3
Q9H081	1
Q8N584	2
P19404	35
Q6NUM9	20
Q68CQ4	7
O14972	1
Q9NUP9	15
O14976	13
Q8N7R7	1
O14974	29
O14975	120
O14979	38
Q9GZP9	2
Q9GZP4	12
Q9H9A6	7
O75027	11
Q8IZV5	13
Q8IZV2	1
P49441	1
Q05519	3
Q9HCU5	3
P11387	78
Q02880	24
Q96PP8	2
Q96PP9	1
Q13405	13
Q13404	30
P05787	736
P05783	371
P11169	5
P63208	36
P11166	27
P01861	460
P01860	548
Q96GE9	1
P61513	24
Q13541	1
Q13542	1
Q13547	22
Q9NY93	17
Q5T750	1
Q92903	2
Q6PD74	3
Q9UBC2	18
Q9UBC5	36
P50148	36
Q96BM9	43
Q13895	16
Q9H2W6	14
P33908	19
Q8IY81	12
Q9NQ94	18
P18433	1
P21802	5
Q5QJ74	2
P10415	2
Q5VWZ2	16
P10412	297
P48556	28
P35998	75
Q29940	81
Q9Y646	4
Q9BV57	36
Q86UE4	92
Q08722	10
Q9NXH9	14
P60891	31
P48553	1
P01781	3
P62861	32
Q92890	11
Q92896	23
Q969M7	4
Q969M3	5
P02787	1029
P02786	63
O60443	1
P02788	244
O14498	1
O14493	3
O14495	7
O14494	2
O95926	1
Q9H1I8	4
P07099	463
Q86TI2	27
Q8NFW8	9
P23083	9
Q92542	33
Q92541	15
Q92544	2
Q00839	308
P20340	42
P05413	16
Q9HAV0	56
Q9HAV7	18
Q9HAV4	3
Q96SB4	52
Q96SB3	2
Q6A162	6
Q9H270	5
Q14451	55
Q8TEB1	6
Q8NEU8	1
Q9Y3Q3	1
Q659C4	7
P15954	6
P26599	123
Q9H5X1	15
Q99571	2
Q99570	2
Q9BQA9	16
Q99575	26
Q9BQA1	2
P22061	47
P82650	23
Q5W0V3	5
P36507	4
Q8IXI1	20
Q8IXI2	9
P19367	86
Q9NX57	2
Q9NX58	32
P05455	103
P07311	1
P10620	172
Q9BRA2	23
Q9H6H4	1
Q29718	82
Q5T447	6
Q5T6V5	9
P15291	1
Q96DX7	1
Q96DX5	1
Q9UJX5	4
Q9UJX4	1
Q9UJX6	1
Q9UJX3	16
Q96A22	1
Q8NCL4	5
Q9NR77	31
Q5BJH7	4
P56470	181
