Uniprot_AC	nb_obs
P01909	40
Q9Y279	6
O00203	241
O00204	3
P01903	94
Q9H2M9	218
O75167	1
Q9NV06	6
Q5JUB9	18
Q5BKT4	1
Q96AQ8	11
Q9UQ49	2
Q7Z333	19
O95361	85
Q96AQ6	270
O95363	8
Q9Y625	79
Q9Y624	72
Q9Y623	122
Q9BV73	11
P15311	1374
P06316	52
Q9BV79	49
Q86UC2	2
O15296	21
P07686	193
Q12968	4
Q00577	171
Q12965	51
Q9BRD0	4
Q9NXV6	39
H0YC82	77
Q9NXV2	5
Q12962	2
Q96CW5	67
Q9P253	127
P62841	102
P62847	98
Q6NZ67	9
Q01629	53
Q9P258	155
Q9BWU0	55
P09228	33
Q9H3F6	10
Q9Y6Y0	11
O60739	102
P00505	624
Q06323	465
Q13231	2
Q9GZM8	9
Q9UKV8	268
Q9GZM5	6
Q9UKV5	8
Q9UKV3	161
Q13237	10
P35354	11
P46199	25
P35609	1535
P42566	148
O76080	4
Q8NFU3	53
Q6P1M0	22
Q6P1M3	7
P39060	563
O60884	196
Q9Y6J0	4
B3KR12	2
P00403	134
Q6ZMZ3	53
Q92561	3
Q92560	4
Q92563	196
Q92562	15
Q92564	4
Q92567	1
P52566	199
P57087	29
P52564	31
P52565	574
P42694	15
P42696	12
O60641	25
Q53FZ2	4
P57088	53
P52569	7
Q9BQ15	1
Q14315	8305
Q495W5	8
Q8WU76	25
Q8WU79	10
Q96HE7	161
Q9BRQ6	45
Q9Y3S1	30
Q9Y3S2	5
Q9H251	13
Q9H254	84
P08319	27
Q5JUQ0	1
Q8N9Z2	6
P08670	4571
Q8TED0	12
Q8TED1	55
P14635	2
P07992	3
O43598	84
P07996	340
P07998	168
O43592	132
A5PLN9	7
O95562	6
O95563	23
P40123	198
Q6PII3	1
Q8WUB8	1
Q96BP2	3
Q96BP3	44
Q9BQC3	6
Q86X53	1
Q9BQC6	2
Q86X55	32
Q71F23	1
Q9NYI0	10
Q59FP8	67
Q96RQ9	12
K7ENF0	12
Q96RQ3	143
Q96RQ1	17
Q8N3U4	89
Q9NQP4	41
P40692	16
P33778	1287
Q8IUI8	33
Q8NFF5	26
P07333	13
P07332	5
P07339	580
Q8N3D4	48
P61764	125
P61769	304
P69891	3355
Q9BRC7	7
Q86WJ1	25
P10606	131
Q9NZI7	11
Q9HD15	13
Q9NZI8	48
P62072	38
P62070	186
P50461	39
Q96L12	4
Q96L14	10
P55107	1
H7BYY1	2184
Q9UJV9	25
Q9UJV8	9
Q9HBR0	38
Q99519	33
Q9NUM3	4
Q9NUM4	11
Q8NCN5	158
P52823	1
P52824	3
Q96TA1	231
Q96TA2	9
Q96C23	142
Q9ULD2	3
Q9P2R6	7
Q9ULD0	94
Q8N108	11
Q6P3X3	55
Q9UK85	5
P51153	105
P51151	59
Q9BTU6	33
Q9Y2P8	6
O60858	1
O60583	1
Q9Y2P4	38
Q9UMX3	3
Q9UMX0	81
Q9UMX1	4
Q9UMX5	85
F5H628	710
Q13795	16
Q13797	114
Q13796	11
Q96NL8	3
Q13790	10
Q96EX3	6
Q96EX1	11
Q9Y478	30
Q9NVU0	1
Q9NVU7	8
P02461	97
Q9Y3L5	73
P78406	122
P23141	379
P23142	1186
Q9Y3L3	43
Q96S96	5
P17655	785
P05204	152
Q9NWS0	13
P14384	12
Q96S94	1
P01040	23
P01042	507
Q15029	422
Q96DV4	18
Q15024	25
Q15027	1
O00541	29
Q15021	24
Q15020	268
Q15022	6
Q86V85	1
F5H593	20
Q86V87	7
Q9H7H0	2
Q86V81	199
Q15052	36
O15173	171
H3BNC9	24
Q9BXN1	148
Q8TCG1	16
P52179	7
Q9P1Z2	20
Q5JWR5	6
P62987	1556
P34741	33
Q9BVG4	99
Q8IY57	2
Q86U38	8
Q92959	18
Q92777	23
Q9BVG9	11
Q9BVG8	9
P42229	173
Q99962	64
Q99963	8
Q99965	23
Q99966	1
Q99969	44
P42224	353
P42226	122
Q9UI42	3
Q9UI46	14
Q9UI47	18
P22234	307
Q01459	8
P04150	16
P26439	127
P04155	2
P04156	48
F5H2Q5	253
P26927	27
Q96JH7	78
P26436	9
O75683	11
P15056	16
Q9H089	22
H7C4Y9	7
O75689	1
O75688	109
P0C5Z0	4
Q9H081	3
Q9H082	33
P27348	781
P19404	96
P02808	2
Q6NUM9	28
Q68CQ7	12
Q68CQ4	1
Q68CQ1	1
Q8N6R0	44
P54687	22
Q8NCW6	1
Q86YL7	7
Q96E09	1
O14972	33
Q9NUP9	102
O14976	53
Q8N7R7	17
O14974	652
Q9NUP1	7
O14979	335
Q9NUP7	1
Q9GZP9	15
Q9GZP8	2
P09848	1
Q9GZP4	108
I3L4N8	6905
Q9GZP1	1
Q9H9A6	48
P49448	520
O75027	31
Q8IZV5	8
Q02094	4
O75022	2
P49441	47
P49447	6
Q8IWZ3	60
Q9HCU5	62
Q9HCU0	10
Q8IWZ6	27
Q8IWZ5	4
Q8IWZ8	16
Q9HCU8	2
Q9HCU9	3
Q96PP8	11
Q96PP9	44
Q9UNA1	16
Q9UNA4	11
Q13405	20
Q13404	257
Q49MG5	5
Q7Z2X4	4
Q13409	257
P05787	1101
Q53QW1	1
P05783	666
P63208	230
P14406	27
C9K0J5	21
P01861	3428
